--- Report Estrazione PDF: Diario di un Witcher.pdf ---
Data: 2026-04-16 09:31:32

--- Dettagli Immagini ---
Pag001_L1_SenzaSezione_01.png | Nome PDF: Im0 | Dim: 1229x1586px | CS: ICCBased
Pag159_L159_Contratti_01.png | Nome PDF: Im0 | Dim: 988x1301px | CS: ICCBased
Pag160_L160_Contratti_01.png | Nome PDF: Im0 | Dim: 1229x1589px | CS: ICCBased
Pag161_L161_Contratti_01.png | Nome PDF: Im0 | Dim: 1229x1063px | CS: ICCBased
Pag161_L161_Contratti_02.png | Nome PDF: Im1 | Dim: 1229x671px | CS: ICCBased
Pag161_L161_Contratti_03.png | Nome PDF: Im2 | Dim: 182x92px | CS: ICCBased
Pag161_L161_Contratti_04.png | Nome PDF: Im3 | Dim: 213x92px | CS: ICCBased

--- Lista Completa File ---
Immagini/Pag001_L1_SenzaSezione_01.png
Immagini/Pag001_L1_SenzaSezione_02.png
Immagini/Pag001_L1_SenzaSezione_03.png
Immagini/Pag001_L1_SenzaSezione_04.png
Immagini/Pag001_L1_SenzaSezione_05.png
Immagini/Pag001_L1_SenzaSezione_06.png
Immagini/Pag002_L2_SenzaSezione_01.png
Immagini/Pag002_L2_SenzaSezione_02.png
Immagini/Pag002_L2_SenzaSezione_03.png
Immagini/Pag002_L2_SenzaSezione_04.png
Immagini/Pag002_L2_SenzaSezione_05.png
Immagini/Pag002_L2_SenzaSezione_06.png
Immagini/Pag002_L2_SenzaSezione_07.png
Immagini/Pag002_L2_SenzaSezione_08.png
Immagini/Pag002_L2_SenzaSezione_09.png
Immagini/Pag002_L2_SenzaSezione_10.png
Immagini/Pag003_L3_Sommario_01.png
Immagini/Pag003_L3_Sommario_02.png
Immagini/Pag004_L4_Sommario_01.png
Immagini/Pag016_L16_Bullvore_01.png
Immagini/Pag016_L16_Bullvore_02.png
Immagini/Pag016_L16_Bullvore_03.png
Immagini/Pag016_L16_Bullvore_04.png
Immagini/Pag016_L16_Bullvore_05.png
Immagini/Pag016_L16_Bullvore_06.png
Immagini/Pag016_L16_Bullvore_07.png
Immagini/Pag016_L16_Bullvore_08.png
Immagini/Pag016_L16_Bullvore_09.png
Immagini/Pag016_L16_Bullvore_10.png
Immagini/Pag016_L16_Bullvore_11.png
Immagini/Pag016_L16_Bullvore_12.png
Immagini/Pag016_L16_Bullvore_13.png
Immagini/Pag016_L16_Bullvore_14.png
Immagini/Pag016_L16_Bullvore_15.png
Immagini/Pag017_L17_Bullvore_01.png
Immagini/Pag017_L17_Bullvore_02.png
Immagini/Pag018_L18_Demone Putrefatto_01.png
Immagini/Pag018_L18_Demone Putrefatto_02.png
Immagini/Pag018_L18_Demone Putrefatto_03.png
Immagini/Pag018_L18_Demone Putrefatto_04.png
Immagini/Pag018_L18_Demone Putrefatto_05.png
Immagini/Pag019_L19_Demone Putrefatto_01.png
Immagini/Pag020_L20_Foglet_01.png
Immagini/Pag020_L20_Foglet_02.png
Immagini/Pag020_L20_Foglet_03.png
Immagini/Pag022_L22_Foglet_01.png
Immagini/Pag023_L23_Nella Bruma Oscura_01.png
Immagini/Pag024_L24_Nella Bruma Oscura_01.png
Immagini/Pag024_L24_Nella Bruma Oscura_02.png
Immagini/Pag026_L26_Barghest_01.png
Immagini/Pag026_L26_Barghest_02.png
Immagini/Pag026_L26_Barghest_03.png
Immagini/Pag026_L26_Barghest_04.png
Immagini/Pag028_L28_Hym_01.png
Immagini/Pag028_L28_Hym_02.png
Immagini/Pag029_L29_Hym_01.png
Immagini/Pag029_L29_Hym_02.png
Immagini/Pag030_L30_Pesta_01.png
Immagini/Pag030_L30_Pesta_02.png
Immagini/Pag030_L30_Pesta_03.png
Immagini/Pag030_L30_Pesta_04.png
Immagini/Pag031_L31_Pesta_01.png
Immagini/Pag032_L32_Pesta_01.png
Immagini/Pag034_L34_Tra i Cadaveri_01.png
Immagini/Pag034_L34_Tra i Cadaveri_02.png
Immagini/Pag036_L36_Cinghiale_01.png
Immagini/Pag036_L36_Cinghiale_02.png
Immagini/Pag036_L36_Cinghiale_03.png
Immagini/Pag036_L36_Cinghiale_04.png
Immagini/Pag037_L37_Cinghiale_01.png
Immagini/Pag038_L38_Orso_01.png
Immagini/Pag038_L38_Orso_02.png
Immagini/Pag040_L40_Pantera_01.png
Immagini/Pag041_L41_Pantera_01.png
Immagini/Pag041_L41_Pantera_02.png
Immagini/Pag042_L42_Pantera_01.png
Immagini/Pag044_L44_Preda_01.png
Immagini/Pag044_L44_Preda_02.png
Immagini/Pag045_L45_Creature Maledette_01.png
Immagini/Pag046_L46_Archeospora_01.png
Immagini/Pag046_L46_Archeospora_02.png
Immagini/Pag046_L46_Archeospora_03.png
Immagini/Pag047_L47_Archeospora_01.png
Immagini/Pag048_L48_Botchling_01.png
Immagini/Pag048_L48_Botchling_02.png
Immagini/Pag049_L49_Botchling_01.png
Immagini/Pag050_L50_Vendigo_01.png
Immagini/Pag050_L50_Vendigo_02.png
Immagini/Pag050_L50_Vendigo_03.png
Immagini/Pag051_L51_Vendigo_01.png
Immagini/Pag051_L51_Vendigo_02.png
Immagini/Pag051_L51_Vendigo_03.png
Immagini/Pag051_L51_Vendigo_04.png
Immagini/Pag052_L52_Vendigo_01.png
Immagini/Pag054_L54_L’Orfano_01.png
Immagini/Pag054_L54_L’Orfano_02.png
Immagini/Pag055_L55_Ibridi_01.png
Immagini/Pag056_L56_Arpia_01.png
Immagini/Pag056_L56_Arpia_02.png
Immagini/Pag056_L56_Arpia_03.png
Immagini/Pag056_L56_Arpia_04.png
Immagini/Pag057_L57_Arpia_01.png
Immagini/Pag058_L58_Manticora_01.png
Immagini/Pag058_L58_Manticora_02.png
Immagini/Pag058_L58_Manticora_03.png
Immagini/Pag059_L59_Manticora_01.png
Immagini/Pag060_L60_Succube & Incubo_01.png
Immagini/Pag060_L60_Succube & Incubo_02.png
Immagini/Pag060_L60_Succube & Incubo_03.png
Immagini/Pag061_L61_Succube & Incubo_01.png
Immagini/Pag061_L61_Succube & Incubo_02.png
Immagini/Pag062_L62_Succube & Incubo_01.png
Immagini/Pag064_L64_Gli Occhi del Cacciatore_01.png
Immagini/Pag064_L64_Gli Occhi del Cacciatore_02.png
Immagini/Pag065_L65_Insettoidi_01.png
Immagini/Pag066_L66_Barbegazi_01.png
Immagini/Pag066_L66_Barbegazi_02.png
Immagini/Pag066_L66_Barbegazi_03.png
Immagini/Pag066_L66_Barbegazi_04.png
Immagini/Pag066_L66_Barbegazi_05.png
Immagini/Pag067_L67_Barbegazi_01.png
Immagini/Pag068_L68_Frightener_01.png
Immagini/Pag068_L68_Frightener_02.png
Immagini/Pag068_L68_Frightener_03.png
Immagini/Pag068_L68_Frightener_04.png
Immagini/Pag068_L68_Frightener_05.png
Immagini/Pag069_L69_Frightener_01.png
Immagini/Pag069_L69_Frightener_02.png
Immagini/Pag070_L70_Scolopendra Gigante_01.png
Immagini/Pag070_L70_Scolopendra Gigante_02.png
Immagini/Pag070_L70_Scolopendra Gigante_03.png
Immagini/Pag071_L71_Scolopendra Gigante_01.png
Immagini/Pag072_L72_Scolopendra Gigante_01.png
Immagini/Pag074_L74_Strisciando nei Tunnel_01.png
Immagini/Pag074_L74_Strisciando nei Tunnel_02.png
Immagini/Pag075_L75_Costrutti_01.png
Immagini/Pag076_L76_Elementale di Fuoco_01.png
Immagini/Pag076_L76_Elementale di Fuoco_02.png
Immagini/Pag076_L76_Elementale di Fuoco_03.png
Immagini/Pag076_L76_Elementale di Fuoco_04.png
Immagini/Pag077_L77_Elementale di Fuoco_01.png
Immagini/Pag078_L78_Elementale di Ghiaccio_01.png
Immagini/Pag079_L79_Elementale di Ghiaccio_01.png
Immagini/Pag080_L80_Elementale di Terra_01.png
Immagini/Pag081_L81_Elementale di Terra_01.png
Immagini/Pag082_L82_Elementale di Terra_01.png
Immagini/Pag084_L84_Incendio_01.png
Immagini/Pag084_L84_Incendio_02.png
Immagini/Pag085_L85_Creature Ancestrali_01.png
Immagini/Pag086_L86_Godling_01.png
Immagini/Pag086_L86_Godling_02.png
Immagini/Pag086_L86_Godling_03.png
Immagini/Pag086_L86_Godling_04.png
Immagini/Pag086_L86_Godling_05.png
Immagini/Pag088_L88_Leshen_01.png
Immagini/Pag088_L88_Leshen_02.png
Immagini/Pag088_L88_Leshen_03.png
Immagini/Pag089_L89_Leshen_01.png
Immagini/Pag089_L89_Leshen_02.png
Immagini/Pag089_L89_Leshen_03.png
Immagini/Pag089_L89_Leshen_04.png
Immagini/Pag090_L90_Shaelmaar_01.png
Immagini/Pag090_L90_Shaelmaar_02.png
Immagini/Pag091_L91_Shaelmaar_01.png
Immagini/Pag091_L91_Shaelmaar_02.png
Immagini/Pag092_L92_Shaelmaar_01.png
Immagini/Pag093_L93_In Miniera_01.png
Immagini/Pag094_L94_In Miniera_01.png
Immagini/Pag094_L94_In Miniera_02.png
Immagini/Pag096_L96_Battiroccia_01.png
Immagini/Pag096_L96_Battiroccia_02.png
Immagini/Pag096_L96_Battiroccia_03.png
Immagini/Pag096_L96_Battiroccia_04.png
Immagini/Pag097_L97_Battiroccia_01.png
Immagini/Pag097_L97_Battiroccia_02.png
Immagini/Pag098_L98_Ciclope_01.png
Immagini/Pag098_L98_Ciclope_02.png
Immagini/Pag098_L98_Ciclope_03.png
Immagini/Pag098_L98_Ciclope_04.png
Immagini/Pag099_L99_Ciclope_01.png
Immagini/Pag100_L100_Troll_01.png
Immagini/Pag100_L100_Troll_02.png
Immagini/Pag100_L100_Troll_03.png
Immagini/Pag102_L102_Troll_01.png
Immagini/Pag104_L104_Un Cacciatore di Troppo_01.png
Immagini/Pag104_L104_Un Cacciatore di Troppo_02.png
Immagini/Pag106_L106_Cockatrice_01.png
Immagini/Pag106_L106_Cockatrice_02.png
Immagini/Pag107_L107_Cockatrice_01.png
Immagini/Pag108_L108_Fenice_01.png
Immagini/Pag108_L108_Fenice_02.png
Immagini/Pag109_L109_Fenice_01.png
Immagini/Pag109_L109_Fenice_02.png
Immagini/Pag110_L110_Scaltrocertola_01.png
Immagini/Pag111_L111_Scaltrocertola_01.png
Immagini/Pag111_L111_Scaltrocertola_02.png
Immagini/Pag112_L112_Scaltrocertola_01.png
Immagini/Pag114_L114_Fuoco dal Cielo_01.png
Immagini/Pag114_L114_Fuoco dal Cielo_02.png
Immagini/Pag116_L116_Bruxa_01.png
Immagini/Pag116_L116_Bruxa_02.png
Immagini/Pag116_L116_Bruxa_03.png
Immagini/Pag116_L116_Bruxa_04.png
Immagini/Pag117_L117_Bruxa_01.png
Immagini/Pag117_L117_Bruxa_02.png
Immagini/Pag118_L118_Garkain_01.png
Immagini/Pag118_L118_Garkain_02.png
Immagini/Pag118_L118_Garkain_03.png
Immagini/Pag119_L119_Garkain_01.png
Immagini/Pag119_L119_Garkain_02.png
Immagini/Pag120_L120_Plumard_01.png
Immagini/Pag120_L120_Plumard_02.png
Immagini/Pag120_L120_Plumard_03.png
Immagini/Pag122_L122_Plumard_01.png
Immagini/Pag124_L124_Su Ali d’Ombra_01.png
Immagini/Pag126_L126_Mostri Eccezionali_01.png
Immagini/Pag130_L130_Vero Drago_01.png
Immagini/Pag130_L130_Vero Drago_02.png
Immagini/Pag130_L130_Vero Drago_03.png
Immagini/Pag131_L131_Vero Drago_01.png
Immagini/Pag132_L132_Background di un Vero Drago_01.png
Immagini/Pag132_L132_Background di un Vero Drago_02.png
Immagini/Pag132_L132_Background di un Vero Drago_03.png
Immagini/Pag132_L132_Background di un Vero Drago_04.png
Immagini/Pag133_L133_Background di un Vero Drago_01.png
Immagini/Pag133_L133_Background di un Vero Drago_02.png
Immagini/Pag133_L133_Background di un Vero Drago_03.png
Immagini/Pag134_L134_Background di un Vero Drago_01.png
Immagini/Pag138_L138_Vampiro Superiore_01.png
Immagini/Pag138_L138_Vampiro Superiore_02.png
Immagini/Pag138_L138_Vampiro Superiore_03.png
Immagini/Pag139_L139_Vampiro Superiore_01.png
Immagini/Pag139_L139_Vampiro Superiore_02.png
Immagini/Pag139_L139_Vampiro Superiore_03.png
Immagini/Pag140_L140_Background di un Vampiro Superiore_01.png
Immagini/Pag140_L140_Background di un Vampiro Superiore_02.png
Immagini/Pag140_L140_Background di un Vampiro Superiore_03.png
Immagini/Pag141_L141_Background di un Vampiro Superiore_01.png
Immagini/Pag141_L141_Background di un Vampiro Superiore_02.png
Immagini/Pag141_L141_Background di un Vampiro Superiore_03.png
Immagini/Pag142_L142_Componenti_01.png
Immagini/Pag142_L142_Componenti_02.png
Immagini/Pag142_L142_Componenti_03.png
Immagini/Pag142_L142_Componenti_04.png
Immagini/Pag142_L142_Componenti_05.png
Immagini/Pag142_L142_Componenti_06.png
Immagini/Pag142_L142_Componenti_07.png
Immagini/Pag142_L142_Componenti_08.png
Immagini/Pag142_L142_Componenti_09.png
Immagini/Pag142_L142_Componenti_10.png
Immagini/Pag142_L142_Componenti_11.png
Immagini/Pag143_L143_Componenti_01.png
Immagini/Pag144_L144_Componenti_01.png
Immagini/Pag144_L144_Componenti_02.png
Immagini/Pag145_L145_Mutageni_01.png
Immagini/Pag145_L145_Mutageni_02.png
Immagini/Pag146_L146_Indagini_01.png
Immagini/Pag147_L147_Indagini_01.png
Immagini/Pag147_L147_Indagini_02.png
Immagini/Pag148_L148_Indagini_01.png
Immagini/Pag149_L149_Indizi_01.png
Immagini/Pag149_L149_Indizi_02.png
Immagini/Pag150_L150_Indizi_01.png
Immagini/Pag150_L150_Indizi_02.png
Immagini/Pag151_L151_Indizi_01.png
Immagini/Pag153_L153_Indizi_01.png
Immagini/Pag155_L155_Contratti_01.png
Immagini/Pag155_L155_Contratti_02.png
Immagini/Pag156_L156_Contratti_01.png
Immagini/Pag156_L156_Contratti_02.png
Immagini/Pag157_L157_Contratti_01.png
Immagini/Pag157_L157_Contratti_02.png
Immagini/Pag158_L158_Contratti_01.png
Immagini/Pag158_L158_Contratti_02.png
Immagini/Pag159_L159_Contratti_01.png
Immagini/Pag160_L160_Contratti_01.png
Immagini/Pag161_L161_Contratti_01.png
Immagini/Pag161_L161_Contratti_02.png
Immagini/Pag161_L161_Contratti_03.png
Immagini/Pag161_L161_Contratti_04.png
Testi/Pag001_L1_SenzaSezione.txt
Testi/Pag003_L3_Sommario.txt
Testi/Pag015_L15_Necrofagi.txt
Testi/Pag016_L16_Bullvore.txt
Testi/Pag018_L18_Demone Putrefatto.txt
Testi/Pag020_L20_Foglet.txt
Testi/Pag023_L23_Nella Bruma Oscura.txt
Testi/Pag025_L25_Spettri.txt
Testi/Pag026_L26_Barghest.txt
Testi/Pag028_L28_Hym.txt
Testi/Pag030_L30_Pesta.txt
Testi/Pag033_L33_Tra i Cadaveri.txt
Testi/Pag035_L35_Bestie.txt
Testi/Pag036_L36_Cinghiale.txt
Testi/Pag038_L38_Orso.txt
Testi/Pag040_L40_Pantera.txt
Testi/Pag043_L43_Preda.txt
Testi/Pag045_L45_Creature Maledette.txt
Testi/Pag046_L46_Archeospora.txt
Testi/Pag048_L48_Botchling.txt
Testi/Pag050_L50_Vendigo.txt
Testi/Pag053_L53_L’Orfano.txt
Testi/Pag055_L55_Ibridi.txt
Testi/Pag056_L56_Arpia.txt
Testi/Pag058_L58_Manticora.txt
Testi/Pag060_L60_Succube & Incubo.txt
Testi/Pag063_L63_Gli Occhi del Cacciatore.txt
Testi/Pag065_L65_Insettoidi.txt
Testi/Pag066_L66_Barbegazi.txt
Testi/Pag068_L68_Frightener.txt
Testi/Pag070_L70_Scolopendra Gigante.txt
Testi/Pag073_L73_Strisciando nei Tunnel.txt
Testi/Pag075_L75_Costrutti.txt
Testi/Pag076_L76_Elementale di Fuoco.txt
Testi/Pag078_L78_Elementale di Ghiaccio.txt
Testi/Pag080_L80_Elementale di Terra.txt
Testi/Pag083_L83_Incendio.txt
Testi/Pag085_L85_Creature Ancestrali.txt
Testi/Pag086_L86_Godling.txt
Testi/Pag088_L88_Leshen.txt
Testi/Pag090_L90_Shaelmaar.txt
Testi/Pag093_L93_In Miniera.txt
Testi/Pag095_L95_Orchi.txt
Testi/Pag096_L96_Battiroccia.txt
Testi/Pag098_L98_Ciclope.txt
Testi/Pag100_L100_Troll.txt
Testi/Pag103_L103_Un Cacciatore di Troppo.txt
Testi/Pag105_L105_Dragonidi.txt
Testi/Pag106_L106_Cockatrice.txt
Testi/Pag108_L108_Fenice.txt
Testi/Pag110_L110_Scaltrocertola.txt
Testi/Pag113_L113_Fuoco dal Cielo.txt
Testi/Pag115_L115_Vampiri.txt
Testi/Pag116_L116_Bruxa.txt
Testi/Pag118_L118_Garkain.txt
Testi/Pag120_L120_Plumard.txt
Testi/Pag123_L123_Su Ali d’Ombra.txt
Testi/Pag125_L125_Mostri Eccezionali.txt
Testi/Pag127_L127_Veri Draghi.txt
Testi/Pag130_L130_Vero Drago.txt
Testi/Pag132_L132_Background di un Vero Drago.txt
Testi/Pag135_L135_Vampiri Superiori.txt
Testi/Pag138_L138_Vampiro Superiore.txt
Testi/Pag140_L140_Background di un Vampiro Superiore.txt
Testi/Pag142_L142_Componenti.txt
Testi/Pag145_L145_Mutageni.txt
Testi/Pag146_L146_Indagini.txt
Testi/Pag149_L149_Indizi.txt
Testi/Pag155_L155_Contratti.txt
