orphan_type,identifier,name,details
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/cesta_3809d2319b3a4e45.json,Cesta,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/cinghie_da_carico_61c3733ac9eb332d.json,Cinghie da Carico,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/compartimento_segreto_7f4ce47e20b440aa.json,Compartimento Segreto,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/coppia_di_puntelli_39d78141a5ce2eba.json,Coppia di Puntelli,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/corno_da_segnalazione_0c618d4cb56a898a.json,Corno da Segnalazione,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/cote_nanica_8280185b7297a766.json,Cote Nanica,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/diario_libro_mastro_b59de88fc253d2b4.json,Diario / Libro Mastro,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/dolciumi_554962849e194aef.json,Dolciumi,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/fischietto_da_segnalazione_9e8b761951508914.json,Fischietto da Segnalazione,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/formula_magica_esperto_dec2d46cbdd5ed45.json,Formula Magica (Esperto),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/formula_magica_maestro_470818480d8243ee.json,Formula Magica (Maestro),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/formula_magica_novizio_292a1898c199f26a.json,Formula Magica (Novizio),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/forziere_di_legno_e2a64d611ed035b7.json,Forziere di Legno,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/galoppino_5cb644ff346d42ab.json,Galoppino,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/guida_del_raccoglitore_5ddc695a439bd829.json,Guida del Raccoglitore,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/incensiere_medico_9605c6aaebfa54e8.json,Incensiere Medico,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/incerata_15194ac65ebc4309.json,Incerata,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/kit_da_falsario_f514d65de60a299e.json,Kit da Falsario,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/lanterna_schermata_a6555b826b91bdc7.json,Lanterna Schermata,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/lanterne_da_carro_90846e53e0379196.json,Lanterne da Carro,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/lavanderia_90536d53a756471d.json,Lavanderia,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/mantello_mimetico_861d6c1695f4dba3.json,Mantello Mimetico,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/messaggero_a93f7606b2a742c6.json,Messaggero,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/otre_2e6ebf676b4ff447.json,Otre,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/pedaggio_di_accesso_6decda85e94594ed.json,Pedaggio di Accesso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/pietra_allarme_pietra_del_potere_b5a6c68e3b740061.json,Pietra Allarme (Pietra del Potere),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/prostituta_f00be6bd9788f9b9.json,Prostituta,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/protesi_base_0b709752cee02d09.json,Protesi Base,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/protesi_da_witcher_9a9e7d71ce65b06f.json,Protesi da Witcher,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/protesi_magica_bc8ac7c314fe7f1c.json,Protesi Magica,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/razioni_da_viaggio_1_giorno_8c1fc4ca62f8d45e.json,Razioni da Viaggio (1 giorno),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/scrigno_di_legno_edb3a5939fc8691c.json,Scrigno di Legno,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/serratura_con_trappola_6a43c8cfadbad0eb.json,Serratura con Trappola,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/stanza_in_locanda_di_qualita_82cb6f3fb5cdec93.json,Stanza in Locanda di Qualità,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/strumento_musicale_elfico_ed012abf1f6bd68c.json,Strumento Musicale Elfico,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/taglia_monete_f559fde75a4ea17c.json,Taglia-monete,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/tavolo_strategico_portatile_f23e1fe1f390ea99.json,Tavolo Strategico Portatile,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/traversata_per_mare_7492f6cc710a5fd0.json,Traversata per Mare,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/utensili_da_armaiolo_99a13b69ce308173.json,Utensili da Armaiolo,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-equipment/utensili_da_cucina_f6fb2ac7dd7afac0.json,Utensili da Cucina,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/barca_a_vela_ddc6e01ba5218463.json,Barca a Vela,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/bardatura_di_maglia_di_ferro_3e9f20c8a114a12d.json,Bardatura di Maglia di Ferro,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/bue_9b617ae1c204253b.json,Bue,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/carro_da_guerra_610f3d4c792147d1.json,Carro da Guerra,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/cutter_barca_8a0762370e4fa73f.json,Cutter (barca),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/mulo_a2528405116aa117.json,Mulo,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/nave_a_vela_44e2a65000502ab3.json,Nave a Vela,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/ruote_di_scorta_896f7103ebc2fc8e.json,Ruote di Scorta,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/schema_sedia_a_rotelle_base_8f51534120b94d11.json,Schema Sedia a Rotelle Base,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-transports/schema_sedia_a_rotelle_di_qualita_1486d3ed19571314.json,Schema Sedia a Rotelle di Qualità,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/arco_lunare_7a8b9c0d1e2f3a4b.json,Arco Lunare,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/ascia_da_lancio_e0693361f0404e5f.json,Ascia da Lancio,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/asta_0080c39f6ba83088.json,Asta,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/badile_00df31f62afb18c8.json,Badile,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/balestra_dell_orso_006d87c91fc31f98.json,Balestra dell'Orso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/bordone_da_pastore_000bdf3500204ce6.json,Bordone da Pastore,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/caroline_c2d3e4f5a6b7c8d9.json,Caroline,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/custodia_per_arco_00cf2898878221ef.json,Custodia per Arco,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/falcetto_00b99fe70e32c1b8.json,Falcetto,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/forcone_0005aa95b9b3999c.json,Forcone,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/lupo_spada_lunga_reliquia_570e1ae2633117e4.json,Lupo (Spada Lunga Reliquia),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/munizioni_da_impatto_naniche_e0a1b2c3d4e5f609.json,Munizioni Da Impatto Naniche,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/munizioni_esplosive_e0a1b2c3d4e5f607.json,Munizioni Esplosive,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/munizioni_multiple_e0a1b2c3d4e5f605.json,Munizioni Multiple,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/munizioni_punta_larga_e0a1b2c3d4e5f603.json,Munizioni Punta Larga,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/munizioni_traccianti_e0a1b2c3d4e5f606.json,Munizioni Traccianti,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/pala_0009c778f870b921.json,Pala,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/rete_con_pesi_00087b72ccc85dd4.json,Rete con Pesi,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/rete_per_mostri_00d1518fdb648a28.json,Rete per Mostri,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/scorpione_00056b29e0b098b1.json,Scorpione,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/scuola_della_lumaca_argento_0004a8f80211769c.json,Scuola della Lumaca (Argento),Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/sentinella_dell_abisso_f1a2b3c4d5e6f7a8.json,Sentinella dell'Abisso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/spada_d_acciaio_della_manticora_00c8757ce11b1778.json,Spada d'Acciaio della Manticora,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/spada_d_acciaio_dell_orso_000d890e417f601d.json,Spada d'Acciaio dell'Orso,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/spezzalama_000a6572b49a716c.json,Spezzalama,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,EQUIPAGGIAMENTO/witcher-weapons/zanna_della_vipera_00091b914a4c2757.json,Zanna della Vipera,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/aerocinesi_995c5833bac01ffa.json,Aerocinesi,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/calmare_animali_e7b1dd8e80a182cb.json,Calmare Animali,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/criocinesi_a85157a813714c79.json,Criocinesi,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/migliorare_arma_6f8284250c334c11.json,Migliorare Arma,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/percepire_veleno_fb3658dd44454676.json,Percepire Veleno,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/piedi_rapidi_631732f03b810a2d.json,Piedi Rapidi,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/pigmento_2a7dd2599471545c.json,Pigmento,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/pirocinesi_9293cbd4ddb5e227.json,Pirocinesi,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/pollice_verde_db5f4d52cc1aa355.json,Pollice Verde,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/vedere_aura_ec5e697b311ca381.json,Vedere Aura,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/cospirazione_della_madre_6fa6022c7ef04255.json,Cospirazione della Madre,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/luce_argentea_294d2f7d77a5399e.json,Luce Argentea,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/miracolo_di_lebioda_e0891f52a120f1d6.json,Miracolo di Lebioda,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Doni_del_Caos/ombra_di_bleobheris_db8792a0cf9f7a62.json,Ombra di Bleobheris,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/creare_luogo_di_potere_d12a8d75cc4c4de4.json,Creare Luogo di Potere,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/faro_dell_innaturale_63674c6182df4da2.json,Faro dell'Innaturale,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/incantare_amuleto_e3bad33bb8d44ce7.json,Incantare Amuleto,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/seduta_spiritica_66b53304ae614932.json,Seduta Spiritica,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/vaso_d_incantesimi_6ceef369efb84351.json,Vaso d'Incantesimi,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/chernobog_473e058105d580c6.json,Chernobog,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/dazhbog_9d99c60581f09e9d.json,Dazhbog,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/devana_84d6600ffe12ec6a.json,Devana,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/glifo_della_terra_3666219674b81b0e.json,Glifo della Terra,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/glifo_dell_acqua_50f25aafdfd4f85d.json,Glifo dell'Acqua,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/glifo_dell_aria_0734f78558e6e553.json,Glifo dell'Aria,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/glifo_del_fuoco_c0cf70a762ffe38f.json,Glifo del Fuoco,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/glifo_di_magia_9d24fcb36cc2c3a0.json,Glifo di Magia,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/morana_6f1799979e9cbf7b.json,Morana,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/perun_89ff458911c59973.json,Perun,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/stribog_2c794e88a5e114c1.json,Stribog,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/svarog_d649e85510cfbdb8.json,Svarog,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/veles_1afe55a9f732288c.json,Veles,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/zoria_905e88dfef1ef2dd.json,Zoria,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/Acquazzone_402d36bee857486c.json,Acquazzone,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/Adenydd_5750cd6d5a9640c6.json,Adenydd,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/aine_verseos_1e50b5373f534d66.json,Aine Verseos,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/Alzare_le_Fiamme_6cc19cb05ee34cd7.json,Alzare le Fiamme,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/Anialwch_599c536b937548ba.json,Anialwch,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/cryfhau_95a1b0b5c73845d6.json,Cryfhau,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/Dividere_le_Acque_010dc43d08144862.json,Dividere le Acque,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/Effetto_Specchio_4be005ca974d403e.json,Effetto Specchio,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/fiamma_innocua_ada0e219276940dd.json,Fiamma Innocua,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/guarigione_magica_2cbb2027b41a400d.json,Guarigione Magica,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/Incantesimo_Diagnostico_4375d03295e24907.json,Incantesimo Diagnostico,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/lampo_magico_662f8dd782ac45df.json,Lampo Magico,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/ondate_della_naglfar_a2261d5af20b421a.json,Ondate della Naglfar,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/piedi_leggeri_80cedc989a3e4ac6.json,Piedi Leggeri,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/piena_di_ys_022b4bd365044f9f.json,Piena di Ys,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/pilastro_di_terra_8a64e429bdeb4521.json,Pilastro di Terra,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/porta_di_cenere_f829e6505e604b6c.json,Porta di Cenere,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/respiro_di_aurora_a8a354fda9484b90.json,Respiro di Aurora,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/soffio_di_korath_9021932acfa045c1.json,Soffio di Korath,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/specchio_oscuro_di_bekker_e38fb0797d824712.json,Specchio Oscuro di Bekker,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/velo_di_fuoco_90a1026236d14e96.json,Velo di Fuoco,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Incantesimi_e_Rituali/velo_di_polvere_b51a5c4b3b5f4210.json,Velo di Polvere,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Maledizioni_e_Fatture/maledizione_della_pestilenza_f70f32b49609f8ce.json,Maledizione della Pestilenza,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Maledizioni_e_Fatture/maledizione_del_vagabondo_b6278100baee6dfc.json,Maledizione del Vagabondo,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
entry_without_cross_reference,MAGIA_E_MALEDIZIONI/Maledizioni_e_Fatture/bisogno_insaziabile_690b79154deccbf9.json,Bisogno Insaziabile,Isolated entry: has no inbound or outbound cross-references or semantic links in the entire compendium.
