--- Report Estrazione PDF: Witcher-v1.3.pdf ---
Data: 2026-04-16 09:36:07

--- Dettagli Immagini ---
Pag001_L1_SenzaSezione_01.png | Nome PDF: 30d661eb-d650-40ca-ae0b-607943fa877c | Dim: 753x235px | CS: DeviceGray
Pag112_L112_Invocazioni da Prete_01.png | Nome PDF: Im0 | Dim: 1277x651px | CS: DeviceRGB
Pag112_L112_Invocazioni da Prete_02.png | Nome PDF: Im0 | Dim: 3x700px | CS: DeviceGray
Pag113_L113_Invocazioni da Prete_01.png | Nome PDF: Im0 | Dim: 1278x700px | CS: DeviceRGB
Pag114_L114_Segni da Witcher_01.png | Nome PDF: Im0 | Dim: 754x563px | CS: DeviceRGB
Pag115_L115_Segni da Witcher_01.png | Nome PDF: Im0 | Dim: 1278x724px | CS: DeviceRGB
Pag116_L116_Rituali_01.png | Nome PDF: Im0 | Dim: 756x671px | CS: DeviceRGB
Pag116_L116_Rituali_02.png | Nome PDF: Im0 | Dim: 68x836px | CS: DeviceRGB
Pag116_L116_Rituali_03.png | Nome PDF: Im0 | Dim: 127x836px | CS: DeviceRGB
Pag117_L117_Rituali_01.png | Nome PDF: Im0 | Dim: 1280x590px | CS: DeviceRGB
Pag119_L119_Rituali_01.png | Nome PDF: Im0 | Dim: 1277x764px | CS: DeviceRGB
Pag120_L120_Fatture_01.png | Nome PDF: Im0 | Dim: 758x1438px | CS: DeviceRGB
Pag121_L121_Fatture_01.png | Nome PDF: Im0 | Dim: 1278x513px | CS: DeviceRGB
Pag122_L122_Luoghi di Potere_01.png | Nome PDF: Im0 | Dim: 756x1041px | CS: DeviceRGB
Pag123_L123_Apprendere Magie_01.png | Nome PDF: Im0 | Dim: 1277x767px | CS: DeviceRGB
Pag123_L123_Apprendere Magie_02.png | Nome PDF: Im0 | Dim: 202x836px | CS: DeviceRGB
Pag124_L124_Apprendere Magie_01.png | Nome PDF: Im0 | Dim: 1278x1655px | CS: DeviceRGB
Pag125_L125_Artigiani e Alchimisti_01.png | Nome PDF: Im0 | Dim: 3x1655px | CS: DeviceRGB
Pag125_L125_Artigiani e Alchimisti_02.png | Nome PDF: Im2 | Dim: 93x93px | CS: DeviceRGB
Pag125_L125_Artigiani e Alchimisti_03.png | Nome PDF: Im3 | Dim: 93x93px | CS: DeviceRGB
Pag125_L125_Artigiani e Alchimisti_04.png | Nome PDF: Im4 | Dim: 93x93px | CS: DeviceRGB
Pag125_L125_Artigiani e Alchimisti_05.png | Nome PDF: Im5 | Dim: 93x93px | CS: DeviceRGB
Pag125_L125_Artigiani e Alchimisti_06.png | Nome PDF: Im6 | Dim: 93x93px | CS: DeviceRGB
Pag125_L125_Artigiani e Alchimisti_07.png | Nome PDF: Im7 | Dim: 93x93px | CS: DeviceRGB
Pag126_L126_Sistema per la Manifattura_01.png | Nome PDF: Im0 | Dim: 1278x940px | CS: DeviceRGB
Pag127_L127_Sistema per la Manifattura_01.png | Nome PDF: 532c7fac-7c65-4387-934a-c3cd753a359b | Dim: 1191x722px | CS: DeviceGray
Pag127_L127_Sistema per la Manifattura_02.png | Nome PDF: Im0 | Dim: 1191x722px | CS: DeviceRGB
Pag128_L128_Componenti per la Manifattura_01.png | Nome PDF: Im0 | Dim: 1277x369px | CS: DeviceRGB
Pag128_L128_Componenti per la Manifattura_02.png | Nome PDF: Im0 | Dim: 354x836px | CS: DeviceRGB
Pag128_L128_Componenti per la Manifattura_03.png | Nome PDF: Im0 | Dim: 476x836px | CS: DeviceRGB
Pag129_L129_Componenti per la Manifattura_01.png | Nome PDF: Im0 | Dim: 1277x404px | CS: DeviceRGB
Pag129_L129_Componenti per la Manifattura_02.png | Nome PDF: Im0 | Dim: 324x836px | CS: DeviceRGB
Pag130_L130_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 234x836px | CS: DeviceRGB
Pag130_L130_Schemi di Manifattura_02.png | Nome PDF: Im0 | Dim: 279x836px | CS: DeviceRGB
Pag130_L130_Schemi di Manifattura_03.png | Nome PDF: Im0 | Dim: 1278x701px | CS: DeviceRGB
Pag130_L130_Schemi di Manifattura_04.png | Nome PDF: Im0 | Dim: 317x836px | CS: DeviceRGB
Pag131_L131_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 1277x590px | CS: DeviceRGB
Pag131_L131_Schemi di Manifattura_02.png | Nome PDF: Im0 | Dim: 3x701px | CS: DeviceRGB
Pag131_L131_Schemi di Manifattura_03.png | Nome PDF: Im0 | Dim: 831x836px | CS: DeviceRGB
Pag132_L132_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 1264x841px | CS: DeviceRGB
Pag133_L133_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 1200x836px | CS: DeviceRGB
Pag134_L134_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 327x1438px | CS: DeviceRGB
Pag134_L134_Schemi di Manifattura_02.png | Nome PDF: Im0 | Dim: 644x836px | CS: DeviceRGB
Pag135_L135_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 158x836px | CS: DeviceRGB
Pag135_L135_Schemi di Manifattura_02.png | Nome PDF: Im0 | Dim: 1041x836px | CS: DeviceRGB
Pag136_L136_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 1132x836px | CS: DeviceRGB
Pag137_L137_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 325x1438px | CS: DeviceRGB
Pag137_L137_Schemi di Manifattura_02.png | Nome PDF: Im0 | Dim: 241x836px | CS: DeviceRGB
Pag137_L137_Schemi di Manifattura_03.png | Nome PDF: Im0 | Dim: 881x836px | CS: DeviceRGB
Pag138_L138_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 584x836px | CS: DeviceRGB
Pag138_L138_Schemi di Manifattura_02.png | Nome PDF: Im0 | Dim: 553x836px | CS: DeviceRGB
Pag139_L139_Schemi di Manifattura_01.png | Nome PDF: Im0 | Dim: 1279x594px | CS: DeviceRGB
Pag139_L139_Schemi di Manifattura_02.png | Nome PDF: Im0 | Dim: 196x836px | CS: DeviceRGB
Pag139_L139_Schemi di Manifattura_03.png | Nome PDF: Im0 | Dim: 150x836px | CS: DeviceRGB
Pag139_L139_Schemi di Manifattura_04.png | Nome PDF: Im0 | Dim: 203x836px | CS: DeviceRGB
Pag140_L140_Riparazioni e Recuperi_01.png | Nome PDF: Im0 | Dim: 1280x781px | CS: DeviceRGB
Pag141_L141_Sistema per l’Alchimia_01.png | Nome PDF: Im0 | Dim: 5x781px | CS: DeviceRGB
Pag141_L141_Sistema per l’Alchimia_02.png | Nome PDF: Im1 | Dim: 1278x1176px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_01.png | Nome PDF: 1f579fa7-f283-48a2-8354-36b0acf70dbc | Dim: 35x35px | CS: DeviceGray
Pag142_L142_Sistema per l’Alchimia_02.png | Nome PDF: 341922b7-ee42-4ce5-99ff-adcd4d39686f | Dim: 35x35px | CS: DeviceGray
Pag142_L142_Sistema per l’Alchimia_03.png | Nome PDF: 3daf4884-9ba8-403b-80b6-2d23d27e101a | Dim: 35x35px | CS: DeviceGray
Pag142_L142_Sistema per l’Alchimia_04.png | Nome PDF: 4e55c1a9-5618-44fe-b87d-cbdf0627586b | Dim: 35x35px | CS: DeviceGray
Pag142_L142_Sistema per l’Alchimia_05.png | Nome PDF: 84349d97-886c-4a28-8d1a-1f87fa17743e | Dim: 35x35px | CS: DeviceGray
Pag142_L142_Sistema per l’Alchimia_06.png | Nome PDF: 8688e800-ccf7-4aa2-a6a2-8617058e0e97 | Dim: 35x35px | CS: DeviceGray
Pag142_L142_Sistema per l’Alchimia_07.png | Nome PDF: Im0 | Dim: 1280x771px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_08.png | Nome PDF: Im1 | Dim: 35x35px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_09.png | Nome PDF: Im10 | Dim: 1190x3px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_10.png | Nome PDF: Im2 | Dim: 35x35px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_11.png | Nome PDF: Im3 | Dim: 35x35px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_12.png | Nome PDF: Im4 | Dim: 35x35px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_13.png | Nome PDF: Im5 | Dim: 35x35px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_14.png | Nome PDF: Im6 | Dim: 35x35px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_15.png | Nome PDF: Im7 | Dim: 35x35px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_16.png | Nome PDF: Im8 | Dim: 35x35px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_17.png | Nome PDF: Im9 | Dim: 35x35px | CS: DeviceRGB
Pag142_L142_Sistema per l’Alchimia_18.png | Nome PDF: c71abfd1-66af-47fb-9f4f-73134c4ff981 | Dim: 35x35px | CS: DeviceGray
Pag142_L142_Sistema per l’Alchimia_19.png | Nome PDF: f1a6c83c-79be-4743-b9c3-0a52e8e59110 | Dim: 35x35px | CS: DeviceGray
Pag142_L142_Sistema per l’Alchimia_20.png | Nome PDF: f54f21c4-0daa-489c-b35b-65a7105d6941 | Dim: 35x35px | CS: DeviceGray
Pag143_L143_Sostanze Alchemiche_01.png | Nome PDF: 813032b7-edde-43c1-97c8-87e33a814595 | Dim: 60x60px | CS: DeviceGray
Pag143_L143_Sostanze Alchemiche_02.png | Nome PDF: Im0 | Dim: 5x771px | CS: DeviceRGB
Pag143_L143_Sostanze Alchemiche_03.png | Nome PDF: Im1 | Dim: 9x5px | CS: DeviceRGB
Pag143_L143_Sostanze Alchemiche_04.png | Nome PDF: Im2 | Dim: 60x60px | CS: DeviceRGB
Pag143_L143_Sostanze Alchemiche_05.png | Nome PDF: Im3 | Dim: 61x61px | CS: DeviceRGB
Pag143_L143_Sostanze Alchemiche_06.png | Nome PDF: Im4 | Dim: 61x61px | CS: DeviceRGB
Pag143_L143_Sostanze Alchemiche_07.png | Nome PDF: b10772be-5f37-49bd-a5a4-eead6090fe82 | Dim: 61x61px | CS: DeviceGray
Pag143_L143_Sostanze Alchemiche_08.png | Nome PDF: c7326b54-cde7-4f90-9c46-ad333d38dcf0 | Dim: 61x61px | CS: DeviceGray
Pag143_L143_Sostanze Alchemiche_09.png | Nome PDF: Im0 | Dim: 347x836px | CS: DeviceRGB
Pag143_L143_Sostanze Alchemiche_10.png | Nome PDF: Im0 | Dim: 393x836px | CS: DeviceRGB
Pag144_L144_Sostanze Alchemiche_01.png | Nome PDF: 6fa46fae-511c-4095-942c-2196a051f879 | Dim: 61x61px | CS: DeviceGray
Pag144_L144_Sostanze Alchemiche_02.png | Nome PDF: 84313e0c-1a26-4a96-ab02-7847d49f711b | Dim: 60x60px | CS: DeviceGray
Pag144_L144_Sostanze Alchemiche_03.png | Nome PDF: Im0 | Dim: 60x60px | CS: DeviceRGB
Pag144_L144_Sostanze Alchemiche_04.png | Nome PDF: Im1 | Dim: 61x61px | CS: DeviceRGB
Pag144_L144_Sostanze Alchemiche_05.png | Nome PDF: Im2 | Dim: 61x61px | CS: DeviceRGB
Pag144_L144_Sostanze Alchemiche_06.png | Nome PDF: a647e9b5-1332-4a8c-8fa6-e590ee2e1d60 | Dim: 61x61px | CS: DeviceGray
Pag144_L144_Sostanze Alchemiche_07.png | Nome PDF: Im0 | Dim: 292x836px | CS: DeviceRGB
Pag144_L144_Sostanze Alchemiche_08.png | Nome PDF: Im0 | Dim: 362x836px | CS: DeviceRGB
Pag144_L144_Sostanze Alchemiche_09.png | Nome PDF: Im0 | Dim: 271x836px | CS: DeviceRGB
Pag145_L145_Sostanze Alchemiche_01.png | Nome PDF: 44e80ec7-60ac-4018-9e10-8a467c1f21b6 | Dim: 60x60px | CS: DeviceGray
Pag145_L145_Sostanze Alchemiche_02.png | Nome PDF: 905e60db-8967-4fff-8b23-e89c59b16e7e | Dim: 61x61px | CS: DeviceGray
Pag145_L145_Sostanze Alchemiche_03.png | Nome PDF: Im0 | Dim: 60x60px | CS: DeviceRGB
Pag145_L145_Sostanze Alchemiche_04.png | Nome PDF: Im1 | Dim: 61x61px | CS: DeviceRGB
Pag145_L145_Sostanze Alchemiche_05.png | Nome PDF: Im2 | Dim: 61x61px | CS: DeviceRGB
Pag145_L145_Sostanze Alchemiche_06.png | Nome PDF: ce74a8bb-36c1-447a-9070-1248a61da237 | Dim: 61x61px | CS: DeviceGray
Pag145_L145_Sostanze Alchemiche_07.png | Nome PDF: Im0 | Dim: 377x836px | CS: DeviceRGB
Pag145_L145_Sostanze Alchemiche_08.png | Nome PDF: Im0 | Dim: 340x836px | CS: DeviceRGB
Pag146_L146_Formule_01.png | Nome PDF: 02a5d603-c19d-43a2-8bf7-e7ce5cbd835c | Dim: 33x33px | CS: DeviceGray
Pag146_L146_Formule_02.png | Nome PDF: 0bb7d02e-7cdb-429c-a2bf-0f732d079993 | Dim: 33x33px | CS: DeviceGray
Pag146_L146_Formule_03.png | Nome PDF: 1775fd97-5d88-4bc8-b119-23bb8954e189 | Dim: 33x33px | CS: DeviceGray
Pag146_L146_Formule_04.png | Nome PDF: 27fb7144-5013-43ae-9316-7963f17c25ed | Dim: 33x33px | CS: DeviceGray
Pag146_L146_Formule_05.png | Nome PDF: 4e38ddb9-e89d-4889-96c1-402862ebba9a | Dim: 33x33px | CS: DeviceGray
Pag146_L146_Formule_06.png | Nome PDF: 8094857d-1ece-4dac-8d26-e7fa64912d11 | Dim: 33x33px | CS: DeviceGray
Pag146_L146_Formule_07.png | Nome PDF: 9462075c-7819-4ee1-b7b6-acb6942c5078 | Dim: 33x33px | CS: DeviceGray
Pag146_L146_Formule_08.png | Nome PDF: Im0 | Dim: 33x33px | CS: DeviceRGB
Pag146_L146_Formule_09.png | Nome PDF: Im1 | Dim: 33x33px | CS: DeviceRGB
Pag146_L146_Formule_10.png | Nome PDF: Im11 | Dim: 33x33px | CS: DeviceRGB
Pag146_L146_Formule_11.png | Nome PDF: Im12 | Dim: 33x33px | CS: DeviceRGB
Pag146_L146_Formule_12.png | Nome PDF: Im16 | Dim: 33x33px | CS: DeviceRGB
Pag146_L146_Formule_13.png | Nome PDF: Im17 | Dim: 33x33px | CS: DeviceRGB
Pag146_L146_Formule_14.png | Nome PDF: Im21 | Dim: 33x33px | CS: DeviceRGB
Pag146_L146_Formule_15.png | Nome PDF: Im26 | Dim: 33x33px | CS: DeviceRGB
Pag146_L146_Formule_16.png | Nome PDF: b3901a15-d5c9-4f03-b78c-8e349ea5604a | Dim: 33x33px | CS: DeviceGray
Pag146_L146_Formule_17.png | Nome PDF: Im0 | Dim: 607x836px | CS: DeviceRGB
Pag146_L146_Formule_18.png | Nome PDF: Im0 | Dim: 1280x698px | CS: DeviceRGB
Pag146_L146_Formule_19.png | Nome PDF: Im0 | Dim: 324x836px | CS: DeviceRGB
Pag147_L147_Formule_01.png | Nome PDF: 3566b0a8-b497-4529-b3b8-98c13748e766 | Dim: 33x33px | CS: DeviceGray
Pag147_L147_Formule_02.png | Nome PDF: Im0 | Dim: 1278x1124px | CS: DeviceRGB
Pag147_L147_Formule_03.png | Nome PDF: Im12 | Dim: 33x33px | CS: DeviceRGB
Pag147_L147_Formule_04.png | Nome PDF: Im0 | Dim: 5x698px | CS: DeviceRGB
Pag147_L147_Formule_05.png | Nome PDF: Im0 | Dim: 372x836px | CS: DeviceRGB
Pag148_L148_Formule_01.png | Nome PDF: Im0 | Dim: 1278x1655px | CS: DeviceRGB
Pag149_L149_Combattere in The Witcher_01.png | Nome PDF: Im1 | Dim: 93x93px | CS: DeviceRGB
Pag149_L149_Combattere in The Witcher_02.png | Nome PDF: Im2 | Dim: 93x93px | CS: DeviceRGB
Pag149_L149_Combattere in The Witcher_03.png | Nome PDF: Im3 | Dim: 93x93px | CS: DeviceRGB
Pag149_L149_Combattere in The Witcher_04.png | Nome PDF: Im4 | Dim: 93x93px | CS: DeviceRGB
Pag149_L149_Combattere in The Witcher_05.png | Nome PDF: Im5 | Dim: 93x93px | CS: DeviceRGB
Pag149_L149_Combattere in The Witcher_06.png | Nome PDF: Im6 | Dim: 93x93px | CS: DeviceRGB
Pag151_L151_Le Basi del Combattimento_01.png | Nome PDF: Im0 | Dim: 458x357px | CS: DeviceRGB
Pag151_L151_Le Basi del Combattimento_02.png | Nome PDF: Im0 | Dim: 428x357px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_01.png | Nome PDF: 58a96e62-8ac1-495d-9832-9bbf67827c73 | Dim: 357x153px | CS: DeviceGray
Pag152_L152_Le Basi del Combattimento_02.png | Nome PDF: Im0 | Dim: 236x383px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_03.png | Nome PDF: Im1 | Dim: 357x153px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_04.png | Nome PDF: e0883d45-440b-47ee-bd87-3f70c8b8ccd9 | Dim: 236x383px | CS: DeviceGray
Pag152_L152_Le Basi del Combattimento_05.png | Nome PDF: Im0 | Dim: 368x357px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_06.png | Nome PDF: Im0 | Dim: 460x357px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_07.png | Nome PDF: Im0 | Dim: 179x357px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_08.png | Nome PDF: Im0 | Dim: 219x357px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_09.png | Nome PDF: Im0 | Dim: 188x357px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_10.png | Nome PDF: Im0 | Dim: 338x357px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_11.png | Nome PDF: Im0 | Dim: 330x357px | CS: DeviceRGB
Pag152_L152_Le Basi del Combattimento_12.png | Nome PDF: Im0 | Dim: 156x357px | CS: DeviceRGB
Pag153_L153_Le Basi del Combattimento_01.png | Nome PDF: Im0 | Dim: 757x542px | CS: DeviceRGB
Pag154_L154_Le Basi del Combattimento_01.png | Nome PDF: Im0 | Dim: 221x403px | CS: DeviceRGB
Pag154_L154_Le Basi del Combattimento_02.png | Nome PDF: Im0 | Dim: 185x403px | CS: DeviceRGB
Pag155_L155_Le Basi del Combattimento_01.png | Nome PDF: Im0 | Dim: 366x401px | CS: DeviceRGB
Pag155_L155_Le Basi del Combattimento_02.png | Nome PDF: Im0 | Dim: 152x403px | CS: DeviceRGB
Pag156_L156_Le Basi del Combattimento_01.png | Nome PDF: Im0 | Dim: 1278x474px | CS: DeviceRGB
Pag156_L156_Le Basi del Combattimento_02.png | Nome PDF: Im0 | Dim: 397x403px | CS: DeviceRGB
Pag157_L157_Le Basi del Combattimento_01.png | Nome PDF: Im0 | Dim: 758x1438px | CS: DeviceRGB
Pag157_L157_Le Basi del Combattimento_02.png | Nome PDF: Im0 | Dim: 1193x408px | CS: DeviceRGB
Pag158_L158_Ferite Critiche_01.png | Nome PDF: Im0 | Dim: 1277x370px | CS: DeviceRGB
Pag158_L158_Ferite Critiche_02.png | Nome PDF: Im0 | Dim: 762x836px | CS: DeviceRGB
Pag158_L158_Ferite Critiche_03.png | Nome PDF: Im0 | Dim: 178x403px | CS: DeviceRGB
Pag159_L159_Ferite Critiche_01.png | Nome PDF: Im0 | Dim: 698x836px | CS: DeviceRGB
Pag159_L159_Ferite Critiche_02.png | Nome PDF: Im0 | Dim: 606x836px | CS: DeviceRGB
Pag160_L160_Ferite Critiche_01.png | Nome PDF: Im0 | Dim: 1277x767px | CS: DeviceRGB
Pag160_L160_Ferite Critiche_02.png | Nome PDF: Im0 | Dim: 664x836px | CS: DeviceRGB
Pag161_L161_Effetti_01.png | Nome PDF: Im0 | Dim: 3x767px | CS: DeviceRGB
Pag161_L161_Effetti_02.png | Nome PDF: Im0 | Dim: 806x836px | CS: DeviceRGB
Pag162_L162_Effetti_01.png | Nome PDF: Im0 | Dim: 756x1085px | CS: DeviceRGB
Pag162_L162_Effetti_02.png | Nome PDF: Im0 | Dim: 157x403px | CS: DeviceRGB
Pag163_L163_Combattimento Approfondito_01.png | Nome PDF: 88eb3519-8f67-4ad8-a4ed-d1791a24cbc6 | Dim: 205x332px | CS: DeviceGray
Pag163_L163_Combattimento Approfondito_02.png | Nome PDF: Im0 | Dim: 205x332px | CS: DeviceRGB
Pag164_L164_Combattimento Approfondito_01.png | Nome PDF: Im0 | Dim: 390x403px | CS: DeviceRGB
Pag164_L164_Combattimento Approfondito_02.png | Nome PDF: Im0 | Dim: 249x234px | CS: DeviceRGB
Pag165_L165_Combattimento Approfondito_01.png | Nome PDF: Im0 | Dim: 294x403px | CS: DeviceRGB
Pag166_L166_Risolvere la Magia_01.png | Nome PDF: Im0 | Dim: 578x403px | CS: DeviceRGB
Pag166_L166_Risolvere la Magia_02.png | Nome PDF: Im0 | Dim: 381x403px | CS: DeviceRGB
Pag167_L167_Risolvere la Magia_01.png | Nome PDF: Im0 | Dim: 754x908px | CS: DeviceRGB
Pag167_L167_Risolvere la Magia_02.png | Nome PDF: Im0 | Dim: 549x403px | CS: DeviceRGB
Pag167_L167_Risolvere la Magia_03.png | Nome PDF: Im0 | Dim: 241x403px | CS: DeviceRGB
Pag168_L168_Risolvere la Magia_01.png | Nome PDF: Im0 | Dim: 757x817px | CS: DeviceRGB
Pag169_L169_Trasporti e Cavalcare_01.png | Nome PDF: Im0 | Dim: 406x403px | CS: DeviceRGB
Pag169_L169_Trasporti e Cavalcare_02.png | Nome PDF: Im0 | Dim: 307x403px | CS: DeviceRGB
Pag170_L170_Trasporti e Cavalcare_01.png | Nome PDF: Im0 | Dim: 1276x841px | CS: DeviceRGB
Pag171_L171_Trasporti e Cavalcare_01.png | Nome PDF: Im0 | Dim: 1278x646px | CS: DeviceRGB
Pag171_L171_Trasporti e Cavalcare_02.png | Nome PDF: Im0 | Dim: 248x403px | CS: DeviceRGB
Pag171_L171_Trasporti e Cavalcare_03.png | Nome PDF: Im0 | Dim: 339x403px | CS: DeviceRGB
Pag173_L173_Guarigione_01.png | Nome PDF: Im0 | Dim: 758x1438px | CS: DeviceRGB
Pag174_L174_Guarigione_01.png | Nome PDF: Im0 | Dim: 1278x889px | CS: DeviceRGB
Pag174_L174_Guarigione_02.png | Nome PDF: Im0 | Dim: 158x403px | CS: DeviceRGB
Pag174_L174_Guarigione_03.png | Nome PDF: Im0 | Dim: 368x403px | CS: DeviceRGB
Pag174_L174_Guarigione_04.png | Nome PDF: Im0 | Dim: 129x403px | CS: DeviceRGB
Pag175_L175_Adrenalina_01.png | Nome PDF: Im0 | Dim: 1189x728px | CS: DeviceRGB
Pag176_L176_Scontri Verbali_01.png | Nome PDF: Im0 | Dim: 3x701px | CS: DeviceRGB
Pag176_L176_Scontri Verbali_02.png | Nome PDF: Im0 | Dim: 281x836px | CS: DeviceRGB
Pag176_L176_Scontri Verbali_03.png | Nome PDF: Im0 | Dim: 209x836px | CS: DeviceRGB
Pag177_L177_Scontri Verbali_01.png | Nome PDF: Im0 | Dim: 307x836px | CS: DeviceRGB
Pag177_L177_Scontri Verbali_02.png | Nome PDF: Im0 | Dim: 1278x701px | CS: DeviceRGB
Pag177_L177_Scontri Verbali_03.png | Nome PDF: Im0 | Dim: 199x836px | CS: DeviceRGB
Pag177_L177_Scontri Verbali_04.png | Nome PDF: Im0 | Dim: 260x836px | CS: DeviceRGB
Pag178_L178_Scontri Verbali_01.png | Nome PDF: Im0 | Dim: 1278x1655px | CS: DeviceRGB
Pag179_L179_Atlante di The Witcher_01.png | Nome PDF: Im1 | Dim: 93x93px | CS: DeviceRGB
Pag179_L179_Atlante di The Witcher_02.png | Nome PDF: Im2 | Dim: 93x93px | CS: DeviceRGB
Pag179_L179_Atlante di The Witcher_03.png | Nome PDF: Im3 | Dim: 93x93px | CS: DeviceRGB
Pag179_L179_Atlante di The Witcher_04.png | Nome PDF: Im4 | Dim: 93x93px | CS: DeviceRGB
Pag179_L179_Atlante di The Witcher_05.png | Nome PDF: Im5 | Dim: 93x93px | CS: DeviceRGB
Pag179_L179_Atlante di The Witcher_06.png | Nome PDF: Im6 | Dim: 93x93px | CS: DeviceRGB
Pag181_L181_Il Nord_01.png | Nome PDF: Im0 | Dim: 1276x1279px | CS: DeviceRGB
Pag182_L182_Redania_01.png | Nome PDF: 7c6fc8b1-df23-4cfb-bb71-12e592bcfcaf | Dim: 404x486px | CS: DeviceGray
Pag182_L182_Redania_02.png | Nome PDF: Im0 | Dim: 404x486px | CS: DeviceRGB
Pag183_L183_Kaedwen_01.png | Nome PDF: Im0 | Dim: 404x486px | CS: DeviceRGB
Pag183_L183_Kaedwen_02.png | Nome PDF: d38dfef2-e787-43cd-aaaa-4ceb3b7f2fab | Dim: 404x486px | CS: DeviceGray
Pag184_L184_Aedirn_01.png | Nome PDF: 3ca85a1d-6866-4f84-8fe7-8b724c894340 | Dim: 404x486px | CS: DeviceGray
Pag184_L184_Aedirn_02.png | Nome PDF: Im0 | Dim: 404x486px | CS: DeviceRGB
Pag185_L185_Temeria_01.png | Nome PDF: Im0 | Dim: 404x486px | CS: DeviceRGB
Pag185_L185_Temeria_02.png | Nome PDF: e1283567-ec3b-42ff-88ce-9ad85873bb14 | Dim: 404x486px | CS: DeviceGray
Pag186_L186_Skellige_01.png | Nome PDF: 427124d5-4174-4bf3-8167-7430989bf35b | Dim: 404x486px | CS: DeviceGray
Pag186_L186_Skellige_02.png | Nome PDF: Im0 | Dim: 404x486px | CS: DeviceRGB
Pag187_L187_Lega di Hengefor_01.png | Nome PDF: 107f234a-ee4f-4949-bb9f-8a42da7a0cce | Dim: 357x428px | CS: DeviceGray
Pag187_L187_Lega di Hengefor_02.png | Nome PDF: 73afee12-f13b-4e87-801e-01722f3090df | Dim: 352x423px | CS: DeviceGray
Pag187_L187_Lega di Hengefor_03.png | Nome PDF: Im0 | Dim: 352x423px | CS: DeviceRGB
Pag187_L187_Lega di Hengefor_04.png | Nome PDF: Im1 | Dim: 357x428px | CS: DeviceRGB
Pag188_L188_Verden_01.png | Nome PDF: 3f3ac680-fb1b-466d-b820-acff1eb2afae | Dim: 357x428px | CS: DeviceGray
Pag188_L188_Verden_02.png | Nome PDF: 4dd82dda-b1a6-4037-abaa-07b7d1aee179 | Dim: 357x428px | CS: DeviceGray
Pag188_L188_Verden_03.png | Nome PDF: 590b16c0-d411-4a34-8cc6-3de1386ffc98 | Dim: 357x428px | CS: DeviceGray
Pag188_L188_Verden_04.png | Nome PDF: Im0 | Dim: 357x428px | CS: DeviceRGB
Pag188_L188_Verden_05.png | Nome PDF: Im1 | Dim: 357x428px | CS: DeviceRGB
Pag188_L188_Verden_06.png | Nome PDF: Im2 | Dim: 357x428px | CS: DeviceRGB
Pag189_L189_Le Terre Antiche_01.png | Nome PDF: Im0 | Dim: 1280x698px | CS: DeviceRGB
Pag190_L190_Mahakam_01.png | Nome PDF: Im0 | Dim: 404x486px | CS: DeviceRGB
Pag190_L190_Mahakam_02.png | Nome PDF: ffbd4f54-45c3-4422-85fa-cf6a4b78e34a | Dim: 404x486px | CS: DeviceGray
Pag191_L191_Dol Blathanna_01.png | Nome PDF: Im0 | Dim: 404x486px | CS: DeviceRGB
Pag191_L191_Dol Blathanna_02.png | Nome PDF: Im1 | Dim: 756x742px | CS: DeviceRGB
Pag191_L191_Dol Blathanna_03.png | Nome PDF: b2e9a80a-7fd6-4a52-8763-483a6de43dca | Dim: 404x486px | CS: DeviceGray
Pag192_L192_Nilfgaard_01.png | Nome PDF: Im0 | Dim: 1278x700px | CS: DeviceRGB
