--- Report Estrazione PDF: Witcher - Libro dei Racconti (italian).pdf ---
Data: 2026-04-16 09:34:31

--- Dettagli Immagini ---
Pag001_L1_SenzaSezione_01.png | Nome PDF: Im0 | Dim: 2828x1849px | CS: DeviceRGB
Pag111_L111_Oritteropo_10.png | Nome PDF: Im0 | Dim: 256x77px | CS: DeviceRGB
Pag111_L111_Oritteropo_11.png | Nome PDF: Im0 | Dim: 692x122px | CS: DeviceRGB
Pag111_L111_Oritteropo_12.png | Nome PDF: Im0 | Dim: 352x341px | CS: DeviceRGB
Pag111_L111_Oritteropo_13.png | Nome PDF: Im0 | Dim: 413x151px | CS: DeviceRGB
Pag111_L111_Oritteropo_14.png | Nome PDF: Im0 | Dim: 208x112px | CS: DeviceRGB
Pag111_L111_Oritteropo_15.png | Nome PDF: Im0 | Dim: 238x116px | CS: DeviceRGB
Pag112_L112_Gigascorpione_01.png | Nome PDF: Im0 | Dim: 803x1020px | CS: DeviceRGB
Pag112_L112_Gigascorpione_02.png | Nome PDF: Im1 | Dim: 173x997px | CS: DeviceRGB
Pag112_L112_Gigascorpione_03.png | Nome PDF: Im2 | Dim: 165x165px | CS: ICCBased
Pag112_L112_Gigascorpione_04.png | Nome PDF: Im6 | Dim: 93x260px | CS: DeviceRGB
Pag112_L112_Gigascorpione_05.png | Nome PDF: Im8 | Dim: 181x260px | CS: DeviceRGB
Pag112_L112_Gigascorpione_06.png | Nome PDF: Im0 | Dim: 256x93px | CS: DeviceRGB
Pag112_L112_Gigascorpione_07.png | Nome PDF: Im0 | Dim: 180x256px | CS: DeviceRGB
Pag112_L112_Gigascorpione_08.png | Nome PDF: Im0 | Dim: 238x116px | CS: DeviceRGB
Pag112_L112_Gigascorpione_09.png | Nome PDF: Im0 | Dim: 208x112px | CS: DeviceRGB
Pag112_L112_Gigascorpione_10.png | Nome PDF: Im0 | Dim: 329x256px | CS: DeviceRGB
Pag113_L113_Gigascorpione_01.png | Nome PDF: Im0 | Dim: 550x1110px | CS: DeviceRGB
Pag114_L114_PNG_01.png | Nome PDF: Im0 | Dim: 807x672px | CS: DeviceRGB
Pag115_L115_PNG_01.png | Nome PDF: Im0 | Dim: 154x159px | CS: DeviceRGB
Pag115_L115_PNG_02.png | Nome PDF: Im1 | Dim: 154x154px | CS: DeviceRGB
Pag115_L115_PNG_03.png | Nome PDF: Im2 | Dim: 154x154px | CS: DeviceRGB
Pag115_L115_PNG_04.png | Nome PDF: Im3 | Dim: 154x154px | CS: DeviceRGB
Pag115_L115_PNG_05.png | Nome PDF: Im4 | Dim: 181x788px | CS: DeviceRGB
Pag115_L115_PNG_06.png | Nome PDF: Im0 | Dim: 323x802px | CS: DeviceRGB
Pag115_L115_PNG_07.png | Nome PDF: Im0 | Dim: 784x181px | CS: DeviceRGB
Pag116_L116_PNG_01.png | Nome PDF: Im0 | Dim: 154x159px | CS: DeviceRGB
Pag116_L116_PNG_02.png | Nome PDF: Im1 | Dim: 154x159px | CS: DeviceRGB
Pag116_L116_PNG_03.png | Nome PDF: Im2 | Dim: 154x159px | CS: DeviceRGB
Pag116_L116_PNG_04.png | Nome PDF: Im3 | Dim: 154x159px | CS: DeviceRGB
Pag116_L116_PNG_05.png | Nome PDF: Im4 | Dim: 154x159px | CS: DeviceRGB
Pag117_L117_PNG_01.png | Nome PDF: Im0 | Dim: 807x569px | CS: DeviceRGB
Pag117_L117_PNG_02.png | Nome PDF: Im1 | Dim: 140x788px | CS: DeviceRGB
Pag117_L117_PNG_03.png | Nome PDF: Im0 | Dim: 269x802px | CS: DeviceRGB
Pag117_L117_PNG_04.png | Nome PDF: Im0 | Dim: 784x141px | CS: DeviceRGB
Pag118_L118_PNG_01.png | Nome PDF: Im0 | Dim: 154x159px | CS: DeviceRGB
Pag118_L118_PNG_02.png | Nome PDF: Im1 | Dim: 154x159px | CS: DeviceRGB
Pag118_L118_PNG_03.png | Nome PDF: Im2 | Dim: 154x159px | CS: DeviceRGB
Pag118_L118_PNG_04.png | Nome PDF: Im3 | Dim: 154x159px | CS: DeviceRGB
Pag118_L118_PNG_05.png | Nome PDF: Im4 | Dim: 154x159px | CS: DeviceRGB
Pag119_L119_PNG_01.png | Nome PDF: Im0 | Dim: 807x598px | CS: DeviceRGB
Pag119_L119_PNG_02.png | Nome PDF: Im1 | Dim: 199x788px | CS: DeviceRGB
Pag119_L119_PNG_03.png | Nome PDF: Im0 | Dim: 358x802px | CS: DeviceRGB
Pag119_L119_PNG_04.png | Nome PDF: Im0 | Dim: 784x200px | CS: DeviceRGB
Pag120_L120_PNG_01.png | Nome PDF: Im0 | Dim: 203x805px | CS: DeviceRGB
Pag120_L120_PNG_02.png | Nome PDF: Im1 | Dim: 187x238px | CS: DeviceRGB
Pag120_L120_PNG_03.png | Nome PDF: Im0 | Dim: 801x259px | CS: DeviceRGB
Pag121_L121_PNG_01.png | Nome PDF: Im0 | Dim: 211x805px | CS: DeviceRGB
Pag121_L121_PNG_02.png | Nome PDF: Im1 | Dim: 167x806px | CS: DeviceRGB
Pag121_L121_PNG_03.png | Nome PDF: Im0 | Dim: 801x211px | CS: DeviceRGB
Pag121_L121_PNG_04.png | Nome PDF: Im0 | Dim: 803x168px | CS: DeviceRGB
Pag122_L122_PNG_01.png | Nome PDF: Im0 | Dim: 206x806px | CS: DeviceRGB
Pag122_L122_PNG_02.png | Nome PDF: Im1 | Dim: 319x805px | CS: DeviceRGB
Pag122_L122_PNG_03.png | Nome PDF: Im2 | Dim: 187x238px | CS: DeviceRGB
Pag122_L122_PNG_04.png | Nome PDF: Im0 | Dim: 113x698px | CS: DeviceRGB
Pag122_L122_PNG_05.png | Nome PDF: Im0 | Dim: 803x206px | CS: DeviceRGB
Pag122_L122_PNG_06.png | Nome PDF: Im0 | Dim: 802x319px | CS: DeviceRGB
Pag123_L123_PNG_01.png | Nome PDF: Im0 | Dim: 608x805px | CS: DeviceRGB
Pag123_L123_PNG_02.png | Nome PDF: Im0 | Dim: 610x801px | CS: DeviceRGB
Pag124_L124_PNG_01.png | Nome PDF: Im0 | Dim: 530x805px | CS: DeviceRGB
Pag124_L124_PNG_02.png | Nome PDF: Im1 | Dim: 292x805px | CS: DeviceRGB
Pag124_L124_PNG_03.png | Nome PDF: Im0 | Dim: 251x656px | CS: DeviceRGB
Pag124_L124_PNG_04.png | Nome PDF: Im0 | Dim: 802x531px | CS: DeviceRGB
Pag124_L124_PNG_05.png | Nome PDF: Im0 | Dim: 802x293px | CS: DeviceRGB
Pag125_L125_PNG_01.png | Nome PDF: Im0 | Dim: 149x806px | CS: DeviceRGB
Pag125_L125_PNG_02.png | Nome PDF: Im1 | Dim: 187x229px | CS: DeviceRGB
Pag125_L125_PNG_03.png | Nome PDF: Im0 | Dim: 803x149px | CS: DeviceRGB
Pag126_L126_PNG_01.png | Nome PDF: Im0 | Dim: 350x806px | CS: DeviceRGB
Pag126_L126_PNG_02.png | Nome PDF: Im1 | Dim: 435x806px | CS: DeviceRGB
Pag126_L126_PNG_03.png | Nome PDF: Im0 | Dim: 217x610px | CS: DeviceRGB
Pag126_L126_PNG_04.png | Nome PDF: Im0 | Dim: 803x351px | CS: DeviceRGB
Pag126_L126_PNG_05.png | Nome PDF: Im0 | Dim: 803x436px | CS: DeviceRGB
Pag127_L127_PNG_01.png | Nome PDF: Im0 | Dim: 166x806px | CS: DeviceRGB
Pag127_L127_PNG_02.png | Nome PDF: Im1 | Dim: 187x238px | CS: DeviceRGB
Pag127_L127_PNG_03.png | Nome PDF: Im0 | Dim: 803x166px | CS: DeviceRGB
Pag128_L128_PNG_01.png | Nome PDF: Im0 | Dim: 498x806px | CS: DeviceRGB
Pag128_L128_PNG_02.png | Nome PDF: Im1 | Dim: 271x806px | CS: DeviceRGB
Pag128_L128_PNG_03.png | Nome PDF: Im0 | Dim: 188x663px | CS: DeviceRGB
Pag128_L128_PNG_04.png | Nome PDF: Im0 | Dim: 803x500px | CS: DeviceRGB
Pag128_L128_PNG_05.png | Nome PDF: Im0 | Dim: 803x271px | CS: DeviceRGB
Pag129_L129_PNG_01.png | Nome PDF: Im0 | Dim: 168x806px | CS: DeviceRGB
Pag129_L129_PNG_02.png | Nome PDF: Im1 | Dim: 187x238px | CS: DeviceRGB
Pag129_L129_PNG_03.png | Nome PDF: Im0 | Dim: 803x169px | CS: DeviceRGB
Pag130_L130_PNG_01.png | Nome PDF: Im0 | Dim: 432x837px | CS: DeviceRGB
Pag130_L130_PNG_02.png | Nome PDF: Im1 | Dim: 312x837px | CS: DeviceRGB
Pag130_L130_PNG_03.png | Nome PDF: Im0 | Dim: 160x671px | CS: DeviceRGB
Pag130_L130_PNG_04.png | Nome PDF: Im0 | Dim: 833x433px | CS: DeviceRGB
Pag130_L130_PNG_05.png | Nome PDF: Im0 | Dim: 833x313px | CS: DeviceRGB
Pag131_L131_PNG_01.png | Nome PDF: Im0 | Dim: 148x806px | CS: DeviceRGB
Pag131_L131_PNG_02.png | Nome PDF: Im1 | Dim: 187x238px | CS: DeviceRGB
Pag131_L131_PNG_03.png | Nome PDF: Im0 | Dim: 803x148px | CS: DeviceRGB
Pag132_L132_PNG_01.png | Nome PDF: Im0 | Dim: 577x806px | CS: DeviceRGB
Pag132_L132_PNG_02.png | Nome PDF: Im1 | Dim: 331x806px | CS: DeviceRGB
Pag132_L132_PNG_03.png | Nome PDF: Im0 | Dim: 343x641px | CS: DeviceRGB
Pag132_L132_PNG_04.png | Nome PDF: Im0 | Dim: 578x803px | CS: DeviceRGB
Pag132_L132_PNG_05.png | Nome PDF: Im0 | Dim: 803x332px | CS: DeviceRGB
Pag133_L133_Mappe_01.png | Nome PDF: Im0 | Dim: 771x1212px | CS: DeviceRGB
Pag134_L134_Mappe_01.png | Nome PDF: Im0 | Dim: 721x1212px | CS: DeviceRGB
Pag135_L135_Mappe_01.png | Nome PDF: Im0 | Dim: 809x1203px | CS: DeviceRGB
Pag136_L136_Mappe_01.png | Nome PDF: Im1 | Dim: 1163x1531px | CS: ICCBased
Pag137_L137_La Damigella Circondata  di Farfalle_01.png | Nome PDF: Im0 | Dim: 1227x774px | CS: DeviceRGB
Pag139_L139_La Damigella Circondata  di Farfalle_01.png | Nome PDF: Im0 | Dim: 657x874px | CS: DeviceRGB
Pag140_L140_La Damigella Circondata  di Farfalle_01.png | Nome PDF: Im0 | Dim: 1227x658px | CS: DeviceRGB
Pag142_L142_La Damigella Circondata  di Farfalle_01.png | Nome PDF: Im0 | Dim: 526x608px | CS: DeviceRGB
Pag143_L143_La Damigella Circondata  di Farfalle_01.png | Nome PDF: Im0 | Dim: 586x937px | CS: DeviceRGB
Pag144_L144_La Damigella Circondata  di Farfalle_01.png | Nome PDF: Im0 | Dim: 388x529px | CS: DeviceRGB
Pag144_L144_La Damigella Circondata  di Farfalle_02.png | Nome PDF: Im0 | Dim: 525x385px | CS: DeviceRGB
Pag146_L146_PNG_01.png | Nome PDF: Im0 | Dim: 622x797px | CS: DeviceRGB
Pag146_L146_PNG_02.png | Nome PDF: Im4 | Dim: 417x260px | CS: DeviceRGB
Pag146_L146_PNG_03.png | Nome PDF: Im0 | Dim: 180x256px | CS: DeviceRGB
Pag146_L146_PNG_04.png | Nome PDF: Im0 | Dim: 416x256px | CS: DeviceRGB
Pag146_L146_PNG_05.png | Nome PDF: Im0 | Dim: 234x116px | CS: DeviceRGB
Pag146_L146_PNG_06.png | Nome PDF: Im0 | Dim: 238x112px | CS: DeviceRGB
Pag147_L147_PNG_01.png | Nome PDF: Im0 | Dim: 328x260px | CS: DeviceRGB
Pag147_L147_PNG_02.png | Nome PDF: Im4 | Dim: 112x838px | CS: DeviceRGB
Pag147_L147_PNG_03.png | Nome PDF: Im6 | Dim: 93x264px | CS: DeviceRGB
Pag147_L147_PNG_04.png | Nome PDF: Im8 | Dim: 159x227px | CS: DeviceRGB
Pag147_L147_PNG_05.png | Nome PDF: Im0 | Dim: 238x116px | CS: DeviceRGB
Pag147_L147_PNG_06.png | Nome PDF: Im0 | Dim: 834x113px | CS: DeviceRGB
Pag147_L147_PNG_07.png | Nome PDF: Im0 | Dim: 260x92px | CS: DeviceRGB
Pag147_L147_PNG_08.png | Nome PDF: Im0 | Dim: 227x154px | CS: DeviceRGB
Pag147_L147_PNG_09.png | Nome PDF: Im0 | Dim: 327x256px | CS: DeviceRGB
Pag147_L147_PNG_10.png | Nome PDF: Im0 | Dim: 237x112px | CS: DeviceRGB
Pag148_L148_PNG_01.png | Nome PDF: Im0 | Dim: 620x797px | CS: DeviceRGB
Pag148_L148_PNG_02.png | Nome PDF: Im0 | Dim: 416x256px | CS: DeviceRGB
Pag148_L148_PNG_03.png | Nome PDF: Im0 | Dim: 238x116px | CS: DeviceRGB
Pag148_L148_PNG_04.png | Nome PDF: Im0 | Dim: 238x112px | CS: DeviceRGB
Pag149_L149_PNG_01.png | Nome PDF: Im2 | Dim: 155x282px | CS: DeviceRGB
Pag149_L149_PNG_02.png | Nome PDF: Im3 | Dim: 122x420px | CS: DeviceRGB
Pag149_L149_PNG_03.png | Nome PDF: Im4 | Dim: 77x282px | CS: DeviceRGB
Pag149_L149_PNG_04.png | Nome PDF: Im6 | Dim: 177x1088px | CS: DeviceRGB
Pag149_L149_PNG_05.png | Nome PDF: Im0 | Dim: 416x122px | CS: DeviceRGB
Pag149_L149_PNG_06.png | Nome PDF: Im0 | Dim: 278x77px | CS: DeviceRGB
Pag149_L149_PNG_07.png | Nome PDF: Im0 | Dim: 1083x176px | CS: DeviceRGB
Pag149_L149_PNG_08.png | Nome PDF: Im0 | Dim: 278x155px | CS: DeviceRGB
Pag150_L150_PNG_01.png | Nome PDF: Im0 | Dim: 806x1020px | CS: DeviceRGB
Pag150_L150_PNG_02.png | Nome PDF: Im6 | Dim: 122x260px | CS: DeviceRGB
Pag150_L150_PNG_03.png | Nome PDF: Im9 | Dim: 120x398px | CS: DeviceRGB
Pag150_L150_PNG_04.png | Nome PDF: Im0 | Dim: 256x122px | CS: DeviceRGB
Pag150_L150_PNG_05.png | Nome PDF: Im0 | Dim: 395x119px | CS: DeviceRGB
Pag150_L150_PNG_06.png | Nome PDF: Im0 | Dim: 115x234px | CS: DeviceRGB
Pag150_L150_PNG_07.png | Nome PDF: Im0 | Dim: 112x204px | CS: DeviceRGB
Pag152_L152_PNG_01.png | Nome PDF: Im0 | Dim: 803x1019px | CS: DeviceRGB
Pag152_L152_PNG_02.png | Nome PDF: Im2 | Dim: 164x164px | CS: ICCBased
Pag152_L152_PNG_03.png | Nome PDF: Im3 | Dim: 242x260px | CS: DeviceRGB
Pag152_L152_PNG_04.png | Nome PDF: Im7 | Dim: 100x260px | CS: DeviceRGB
Pag152_L152_PNG_05.png | Nome PDF: Im8 | Dim: 247x260px | CS: DeviceRGB
Pag152_L152_PNG_06.png | Nome PDF: Im0 | Dim: 256x99px | CS: DeviceRGB
Pag152_L152_PNG_07.png | Nome PDF: Im0 | Dim: 246x256px | CS: DeviceRGB
Pag152_L152_PNG_08.png | Nome PDF: Im0 | Dim: 115x238px | CS: DeviceRGB
Pag152_L152_PNG_09.png | Nome PDF: Im0 | Dim: 241x256px | CS: DeviceRGB
Pag153_L153_PNG_01.png | Nome PDF: Im0 | Dim: 1083x101px | CS: DeviceRGB
Pag154_L154_PNG_01.png | Nome PDF: Im0 | Dim: 803x1019px | CS: DeviceRGB
Pag154_L154_PNG_02.png | Nome PDF: Im6 | Dim: 63x260px | CS: DeviceRGB
Pag154_L154_PNG_03.png | Nome PDF: Im0 | Dim: 256x63px | CS: DeviceRGB
Pag154_L154_PNG_04.png | Nome PDF: Im0 | Dim: 256x76px | CS: DeviceRGB
Pag154_L154_PNG_05.png | Nome PDF: Im0 | Dim: 238x115px | CS: DeviceRGB
Pag154_L154_PNG_06.png | Nome PDF: Im0 | Dim: 204x112px | CS: DeviceRGB
Pag155_L155_PNG_01.png | Nome PDF: Im0 | Dim: 113x1088px | CS: DeviceRGB
Pag155_L155_PNG_02.png | Nome PDF: Im9 | Dim: 330x529px | CS: DeviceRGB
Pag155_L155_PNG_03.png | Nome PDF: Im0 | Dim: 525x330px | CS: DeviceRGB
Pag156_L156_Mappe_01.png | Nome PDF: Im0 | Dim: 729x1318px | CS: DeviceRGB
Pag157_L157_Mappe_01.png | Nome PDF: Im0 | Dim: 883x1320px | CS: DeviceRGB
Pag158_L158_Mappe_01.png | Nome PDF: Im0 | Dim: 880x1318px | CS: DeviceRGB
Pag159_L159_Mappe_01.png | Nome PDF: Im0 | Dim: 764x1256px | CS: DeviceRGB
Pag160_L160_Mappe_01.png | Nome PDF: Im0 | Dim: 900x720px | CS: DeviceRGB
Pag161_L161_Mappe_01.png | Nome PDF: Im0 | Dim: 962x807px | CS: DeviceRGB
Pag162_L162_Mappe_01.png | Nome PDF: Im0 | Dim: 900x720px | CS: DeviceRGB
Pag163_L163_Mappe_01.png | Nome PDF: Im0 | Dim: 900x720px | CS: DeviceRGB
Pag164_L164_Mappe_01.png | Nome PDF: Im0 | Dim: 961x1167px | CS: DeviceRGB
Pag165_L165_Armi e Oggetti_01.png | Nome PDF: Im0 | Dim: 172x1088px | CS: DeviceRGB
Pag165_L165_Armi e Oggetti_02.png | Nome PDF: Im1 | Dim: 355x1088px | CS: DeviceRGB
Pag165_L165_Armi e Oggetti_03.png | Nome PDF: Im2 | Dim: 358x1133px | CS: DeviceRGB
Pag165_L165_Armi e Oggetti_04.png | Nome PDF: Im3 | Dim: 23x23px | CS: Indexed
Pag165_L165_Armi e Oggetti_05.png | Nome PDF: Im4 | Dim: 23x23px | CS: Indexed
Pag165_L165_Armi e Oggetti_06.png | Nome PDF: Im5 | Dim: 23x23px | CS: Indexed
Pag165_L165_Armi e Oggetti_07.png | Nome PDF: Im0 | Dim: 1083x167px | CS: DeviceRGB
Pag165_L165_Armi e Oggetti_08.png | Nome PDF: Im0 | Dim: 1083x355px | CS: DeviceRGB
Pag166_L166_Incantesimi_01.png | Nome PDF: Im0 | Dim: 80x1088px | CS: DeviceRGB
Pag166_L166_Incantesimi_02.png | Nome PDF: Im2 | Dim: 92x1088px | CS: DeviceRGB
Pag166_L166_Incantesimi_03.png | Nome PDF: Im0 | Dim: 1083x92px | CS: DeviceRGB
Pag166_L166_Incantesimi_04.png | Nome PDF: Im0 | Dim: 169x529px | CS: DeviceRGB
Pag166_L166_Incantesimi_05.png | Nome PDF: Im0 | Dim: 525x169px | CS: DeviceRGB
Pag166_L166_Incantesimi_06.png | Nome PDF: Im0 | Dim: 1083x80px | CS: DeviceRGB
Pag167_L167_Gnomi_01.png | Nome PDF: Im0 | Dim: 199x529px | CS: DeviceRGB
Pag167_L167_Gnomi_02.png | Nome PDF: Im1 | Dim: 538x1088px | CS: DeviceRGB
Pag167_L167_Gnomi_03.png | Nome PDF: Im2 | Dim: 586x746px | CS: DeviceRGB
Pag167_L167_Gnomi_04.png | Nome PDF: Im0 | Dim: 525x198px | CS: DeviceRGB
Pag167_L167_Gnomi_05.png | Nome PDF: Im0 | Dim: 534x1082px | CS: DeviceRGB
Pag168_L168_Vran_01.png | Nome PDF: Im0 | Dim: 615x769px | CS: DeviceRGB
Pag169_L169_Bobolak_01.png | Nome PDF: Im0 | Dim: 586x865px | CS: DeviceRGB
Pag170_L170_Bobolak_01.png | Nome PDF: Im0 | Dim: 311x1073px | CS: DeviceRGB
Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_01.png | Nome PDF: Im0 | Dim: 765x260px | CS: DeviceRGB
Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_02.png | Nome PDF: Im1 | Dim: 317x406px | CS: DeviceRGB
Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_03.png | Nome PDF: Im2 | Dim: 626x796px | CS: DeviceRGB
Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_04.png | Nome PDF: Im0 | Dim: 238x116px | CS: DeviceRGB
Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_05.png | Nome PDF: Im0 | Dim: 110x204px | CS: DeviceRGB
Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_06.png | Nome PDF: Im0 | Dim: 347x255px | CS: DeviceRGB
Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_07.png | Nome PDF: Im0 | Dim: 780x260px | CS: DeviceRGB
Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_08.png | Nome PDF: Im0 | Dim: 314x401px | CS: DeviceRGB
Pag172_L172_Dandelion, Flagello di Draghi e Donzelle_01.png | Nome PDF: Im0 | Dim: 1229x1586px | CS: DeviceRGB
Pag173_L173_Dandelion, Flagello di Draghi e Donzelle_01.png | Nome PDF: Im0 | Dim: 1229x1586px | CS: DeviceRGB
Pag173_L173_Dandelion, Flagello di Draghi e Donzelle_02.png | Nome PDF: Im1 | Dim: 348x536px | CS: DeviceRGB
Pag174_L174_Dandelion, Flagello di Draghi e Donzelle_01.png | Nome PDF: Im0 | Dim: 1230x1587px | CS: DeviceRGB
Pag175_L175_Dandelion, Flagello di Draghi e Donzelle_01.png | Nome PDF: Im0 | Dim: 1230x1587px | CS: DeviceRGB
Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_01.png | Nome PDF: Im0 | Dim: 1229x1495px | CS: DeviceRGB
Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_02.png | Nome PDF: Im1 | Dim: 655x198px | CS: ICCBased
Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_03.png | Nome PDF: Im2 | Dim: 1230x410px | CS: ICCBased
Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_04.png | Nome PDF: Im3 | Dim: 218x282px | CS: DeviceRGB
Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_05.png | Nome PDF: Im4 | Dim: 217x281px | CS: DeviceRGB
Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_06.png | Nome PDF: Im5 | Dim: 210x285px | CS: DeviceRGB
Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_07.png | Nome PDF: Im6 | Dim: 222x105px | CS: ICCBased
Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_08.png | Nome PDF: Im7 | Dim: 203x87px | CS: ICCBased

--- Lista Completa File ---
Immagini/Pag001_L1_SenzaSezione_01.png
Immagini/Pag001_L1_SenzaSezione_02.png
Immagini/Pag001_L1_SenzaSezione_03.png
Immagini/Pag001_L1_SenzaSezione_04.png
Immagini/Pag001_L1_SenzaSezione_05.png
Immagini/Pag001_L1_SenzaSezione_06.png
Immagini/Pag001_L1_SenzaSezione_07.png
Immagini/Pag001_L1_SenzaSezione_08.png
Immagini/Pag002_L2_SenzaSezione_01.png
Immagini/Pag002_L2_SenzaSezione_02.png
Immagini/Pag002_L2_SenzaSezione_03.png
Immagini/Pag002_L2_SenzaSezione_04.png
Immagini/Pag002_L2_SenzaSezione_05.png
Immagini/Pag002_L2_SenzaSezione_06.png
Immagini/Pag002_L2_SenzaSezione_07.png
Immagini/Pag002_L2_SenzaSezione_08.png
Immagini/Pag002_L2_SenzaSezione_09.png
Immagini/Pag003_L3_Sommario_01.png
Immagini/Pag003_L3_Sommario_02.png
Immagini/Pag004_L4_Sommario_01.png
Immagini/Pag005_L5_Libro dei Racconti_01.png
Immagini/Pag005_L5_Libro dei Racconti_02.png
Immagini/Pag005_L5_Libro dei Racconti_03.png
Immagini/Pag005_L5_Libro dei Racconti_04.png
Immagini/Pag006_L6_I Sei Racconti_01.png
Immagini/Pag007_L7_Sotto il Ghiaccio_01.png
Immagini/Pag009_L9_Sotto il Ghiaccio_01.png
Immagini/Pag009_L9_Sotto il Ghiaccio_02.png
Immagini/Pag009_L9_Sotto il Ghiaccio_03.png
Immagini/Pag010_L10_Sotto il Ghiaccio_01.png
Immagini/Pag011_L11_Sotto il Ghiaccio_01.png
Immagini/Pag011_L11_Sotto il Ghiaccio_02.png
Immagini/Pag012_L12_Sotto il Ghiaccio_01.png
Immagini/Pag012_L12_Sotto il Ghiaccio_02.png
Immagini/Pag013_L13_Sotto il Ghiaccio_01.png
Immagini/Pag013_L13_Sotto il Ghiaccio_02.png
Immagini/Pag014_L14_Sotto il Ghiaccio_01.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_01.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_02.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_03.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_04.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_05.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_06.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_07.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_08.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_09.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_10.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_11.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_12.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_13.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_14.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_15.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_16.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_17.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_18.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_19.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_20.png
Immagini/Pag016_L16_La Bestia del Lago Tankred_21.png
Immagini/Pag017_L17_La Bestia del Lago Tankred_01.png
Immagini/Pag017_L17_La Bestia del Lago Tankred_02.png
Immagini/Pag017_L17_La Bestia del Lago Tankred_03.png
Immagini/Pag017_L17_La Bestia del Lago Tankred_04.png
Immagini/Pag017_L17_La Bestia del Lago Tankred_05.png
Immagini/Pag017_L17_La Bestia del Lago Tankred_06.png
Immagini/Pag017_L17_La Bestia del Lago Tankred_07.png
Immagini/Pag017_L17_La Bestia del Lago Tankred_08.png
Immagini/Pag018_L18_PNG_01.png
Immagini/Pag018_L18_PNG_02.png
Immagini/Pag018_L18_PNG_03.png
Immagini/Pag018_L18_PNG_04.png
Immagini/Pag018_L18_PNG_05.png
Immagini/Pag018_L18_PNG_06.png
Immagini/Pag018_L18_PNG_07.png
Immagini/Pag018_L18_PNG_08.png
Immagini/Pag019_L19_PNG_01.png
Immagini/Pag019_L19_PNG_02.png
Immagini/Pag020_L20_Mappe_01.png
Immagini/Pag021_L21_Mappe_01.png
Immagini/Pag022_L22_Mappe_01.png
Immagini/Pag023_L23_Mappe_01.png
Immagini/Pag024_L24_Mappe_01.png
Immagini/Pag024_L24_Mappe_02.png
Immagini/Pag025_L25_Nell’Alderwood_01.png
Immagini/Pag026_L26_Nell’Alderwood_01.png
Immagini/Pag027_L27_Nell’Alderwood_01.png
Immagini/Pag028_L28_Nell’Alderwood_01.png
Immagini/Pag028_L28_Nell’Alderwood_02.png
Immagini/Pag033_L33_Nell’Alderwood_01.png
Immagini/Pag033_L33_Nell’Alderwood_02.png
Immagini/Pag034_L34_Silvano_01.png
Immagini/Pag034_L34_Silvano_02.png
Immagini/Pag034_L34_Silvano_03.png
Immagini/Pag034_L34_Silvano_04.png
Immagini/Pag034_L34_Silvano_05.png
Immagini/Pag034_L34_Silvano_06.png
Immagini/Pag034_L34_Silvano_07.png
Immagini/Pag034_L34_Silvano_08.png
Immagini/Pag034_L34_Silvano_09.png
Immagini/Pag034_L34_Silvano_10.png
Immagini/Pag035_L35_Silvano_01.png
Immagini/Pag035_L35_Silvano_02.png
Immagini/Pag035_L35_Silvano_03.png
Immagini/Pag036_L36_Pardus di Korath_01.png
Immagini/Pag036_L36_Pardus di Korath_02.png
Immagini/Pag036_L36_Pardus di Korath_03.png
Immagini/Pag036_L36_Pardus di Korath_04.png
Immagini/Pag036_L36_Pardus di Korath_05.png
